Age,Gender,Education Level,Job Title,Years of Experience,Salary
50,Female,PhD,Systems Engineer,19,102420
29,Male,PhD,Marketing Manager,2,82400
64,Male,PhD,Data Analyst,12,93200
54,Female,Master's,Project Manager,24,87600
38,Female,Master's,Data Analyst,11,72100
32,Male,Master's,HR Specialist,2,62100
34,Female,Master's,UX Designer,1,61150
32,Male,PhD,Systems Engineer,28,113040
52,Female,Master's,Data Analyst,4,64400
49,Female,Master's,Systems Engineer,30,95400
27,Female,Bachelor's,Data Analyst,7,47700
62,Female,Master's,Marketing Manager,22,86400
37,Female,Master's,Product Manager,26,92500
25,Male,PhD,Marketing Manager,29,114800
56,Male,Master's,Data Scientist,25,92500
47,Female,Master's,Systems Engineer,10,71800
33,Female,PhD,Marketing Manager,20,104000
32,Female,Master's,Software Engineer,14,76800
58,Male,PhD,Systems Engineer,33,118940
46,Male,Master's,Sales Executive,5,65500
39,Male,Bachelor's,UX Designer,6,46900
40,Male,Bachelor's,UX Designer,22,65300
44,Male,Master's,Data Scientist,17,82100
59,Male,Bachelor's,Software Engineer,15,58000
39,Male,PhD,Data Scientist,39,130700
47,Male,Master's,Project Manager,28,92200
27,Female,PhD,Systems Engineer,2,82360
25,Male,Bachelor's,Software Engineer,18,61600
50,Male,PhD,HR Specialist,27,108350
55,Male,Bachelor's,Data Analyst,21,63100
38,Male,Bachelor's,Sales Executive,23,65300
64,Female,Bachelor's,Systems Engineer,7,48260
64,Male,PhD,Sales Executive,19,100900
37,Female,Bachelor's,Software Engineer,9,50800
23,Female,Master's,Data Analyst,12,73200
55,Female,Bachelor's,Data Scientist,30,79000
29,Male,Master's,Systems Engineer,7,68260
34,Male,Master's,Data Analyst,2,62200
63,Male,Master's,Sales Executive,17,78700
29,Female,Master's,Product Manager,11,73750
51,Female,PhD,Software Engineer,12,94400
53,Female,Master's,Software Engineer,3,63600
57,Female,Bachelor's,Sales Executive,21,63100
51,Male,Master's,Sales Executive,14,75400
22,Male,Bachelor's,Project Manager,15,57250
64,Male,PhD,Data Scientist,10,93000
60,Female,Master's,Sales Executive,36,99600
38,Female,Bachelor's,Marketing Manager,10,52000
41,Male,PhD,UX Designer,17,99550
45,Male,PhD,UX Designer,25,108750
43,Female,Bachelor's,Systems Engineer,27,71860
50,Male,Master's,HR Specialist,33,94650
43,Male,PhD,Systems Engineer,11,92980
30,Female,Bachelor's,Project Manager,13,54950
58,Female,Master's,Data Analyst,1,61100
31,Female,PhD,HR Specialist,31,112550
57,Male,Bachelor's,Data Analyst,33,76300
58,Female,PhD,UX Designer,21,104150
49,Male,PhD,UX Designer,16,98400
49,Male,Bachelor's,UX Designer,39,84850
63,Female,PhD,Sales Executive,23,105300
64,Male,Bachelor's,Project Manager,10,51500
42,Female,Master's,Marketing Manager,33,99600
45,Female,Bachelor's,Systems Engineer,22,65960
63,Male,Master's,Data Analyst,6,66600
61,Male,PhD,Product Manager,36,125000
23,Female,Bachelor's,Systems Engineer,10,51800
29,Female,Bachelor's,Software Engineer,16,59200
48,Female,Bachelor's,Data Scientist,13,56900
43,Female,Bachelor's,HR Specialist,20,61000
58,Female,Master's,Data Analyst,4,64400
48,Female,Master's,Project Manager,20,83000
50,Male,PhD,UX Designer,22,105300
24,Male,PhD,Software Engineer,29,114800
34,Male,PhD,Data Scientist,16,100800
31,Male,PhD,Data Analyst,23,105300
57,Female,Bachelor's,Marketing Manager,30,76000
30,Male,Master's,UX Designer,30,94500
48,Male,Master's,Data Analyst,3,63300
55,Female,Master's,Product Manager,24,90000
22,Male,Master's,Product Manager,37,106250
53,Female,PhD,Project Manager,13,94950
46,Female,Bachelor's,Product Manager,32,80000
50,Female,Master's,Marketing Manager,37,104400
28,Female,Bachelor's,Project Manager,12,53800
24,Female,Bachelor's,HR Specialist,8,48400
41,Male,Bachelor's,Marketing Manager,24,68800
41,Male,Bachelor's,Project Manager,16,58400
51,Male,Master's,Marketing Manager,32,98400
56,Female,Master's,Product Manager,34,102500
56,Male,Master's,HR Specialist,35,96750
60,Male,PhD,Marketing Manager,32,118400
48,Male,Master's,HR Specialist,17,77850
47,Male,PhD,Data Scientist,2,82600
35,Female,PhD,Marketing Manager,26,111200
38,Male,PhD,Systems Engineer,17,100060
39,Female,Master's,UX Designer,38,103700
50,Female,Master's,Product Manager,2,62500
41,Male,Master's,Data Analyst,8,68800
48,Female,PhD,HR Specialist,6,86300
39,Female,PhD,Product Manager,9,91250
25,Female,Bachelor's,Software Engineer,1,41200
22,Female,PhD,Systems Engineer,5,85900
22,Female,PhD,Product Manager,39,128750
47,Female,Master's,UX Designer,9,70350
41,Female,Bachelor's,Systems Engineer,14,56520
44,Male,Bachelor's,UX Designer,27,71050
31,Male,Bachelor's,Product Manager,9,51250
32,Female,Master's,Systems Engineer,36,102480
62,Female,Bachelor's,Data Analyst,29,71900
62,Male,Bachelor's,Data Analyst,20,62000
26,Male,Master's,UX Designer,15,77250
22,Male,Bachelor's,UX Designer,36,81400
38,Male,PhD,Data Scientist,3,83900
43,Female,PhD,Data Analyst,23,105300
55,Female,PhD,Data Analyst,9,89900
62,Male,PhD,HR Specialist,30,111500
50,Male,PhD,Project Manager,19,101850
25,Male,PhD,Marketing Manager,38,125600
26,Male,PhD,HR Specialist,3,83150
32,Female,PhD,UX Designer,3,83450
42,Male,PhD,Sales Executive,34,117400
56,Male,Master's,Marketing Manager,2,62400
33,Male,Master's,Sales Executive,27,89700
47,Female,PhD,Software Engineer,23,107600
40,Female,Master's,UX Designer,32,96800
28,Female,Master's,Product Manager,35,103750
28,Male,PhD,Project Manager,18,100700
47,Male,PhD,Sales Executive,27,109700
61,Male,Master's,Marketing Manager,11,73200
26,Female,PhD,UX Designer,39,124850
42,Female,PhD,HR Specialist,19,99950
35,Male,PhD,Data Scientist,25,112500
25,Male,PhD,Systems Engineer,7,88260
44,Female,Master's,Data Analyst,31,94100
63,Male,Bachelor's,Project Manager,2,42300
41,Male,Master's,Project Manager,38,103700
36,Male,Bachelor's,Data Analyst,5,45500
50,Female,Bachelor's,Data Analyst,14,55400
29,Male,Bachelor's,Data Analyst,18,59800
62,Male,Master's,Data Scientist,36,106800
40,Male,Master's,Software Engineer,4,64800
60,Male,Master's,Data Scientist,24,91200
49,Female,Master's,HR Specialist,13,73650
48,Female,Master's,Software Engineer,21,85200
25,Female,Bachelor's,Systems Engineer,33,78940
36,Male,Master's,Data Analyst,20,82000
56,Female,Bachelor's,Data Scientist,5,46500
58,Male,Master's,Product Manager,24,90000
22,Female,Master's,HR Specialist,35,96750
24,Male,PhD,Systems Engineer,30,115400
45,Female,Bachelor's,Systems Engineer,28,73040
48,Female,Master's,Marketing Manager,7,68400
61,Female,Master's,Marketing Manager,35,102000
57,Male,Master's,Systems Engineer,30,95400
55,Male,PhD,Software Engineer,34,120800
50,Male,Bachelor's,UX Designer,39,84850
45,Female,Master's,HR Specialist,9,69450
45,Male,Master's,Marketing Manager,12,74400
63,Male,Master's,Project Manager,29,93350
25,Male,PhD,Data Analyst,10,91000
24,Male,Master's,HR Specialist,27,88350
55,Male,Bachelor's,Systems Engineer,19,62420
44,Male,Bachelor's,Systems Engineer,13,55340
44,Female,Bachelor's,Product Manager,37,86250
26,Female,Bachelor's,UX Designer,32,76800
52,Male,Master's,Data Analyst,15,76500
62,Female,PhD,Project Manager,21,104150
27,Female,PhD,Sales Executive,3,83300
58,Male,PhD,Marketing Manager,8,89600
31,Male,Master's,Product Manager,6,67500
61,Female,PhD,Systems Engineer,29,114220
28,Male,Bachelor's,UX Designer,19,61850
60,Female,Master's,Software Engineer,17,80400
59,Female,PhD,Product Manager,10,92500
42,Female,Bachelor's,UX Designer,33,77950
41,Male,Bachelor's,HR Specialist,13,53650
24,Female,Master's,HR Specialist,27,88350
43,Male,Master's,Data Scientist,12,75600
25,Male,PhD,Product Manager,2,82500
49,Male,PhD,HR Specialist,10,90500
33,Male,PhD,Systems Engineer,21,104780
59,Male,Master's,HR Specialist,23,84150
57,Female,PhD,UX Designer,1,81150
62,Male,PhD,Sales Executive,33,116300
26,Male,Bachelor's,Marketing Manager,26,71200
34,Male,Bachelor's,Systems Engineer,15,57700
44,Male,Bachelor's,Data Analyst,22,64200
51,Male,PhD,UX Designer,25,108750
58,Female,Master's,Sales Executive,1,61100
46,Male,Bachelor's,HR Specialist,26,67300
48,Male,Master's,Project Manager,21,84150
35,Female,PhD,Data Scientist,24,111200
57,Male,PhD,Sales Executive,39,122900
60,Female,Bachelor's,HR Specialist,16,56800
37,Female,Master's,Sales Executive,32,95200
43,Female,Bachelor's,Sales Executive,16,57600
42,Female,PhD,UX Designer,13,94950
42,Male,Master's,Project Manager,32,96800
29,Male,Bachelor's,HR Specialist,24,65200
37,Female,PhD,Project Manager,13,94950
52,Female,Bachelor's,Product Manager,11,53750
63,Male,Master's,UX Designer,15,77250
31,Female,Master's,Marketing Manager,10,72000
53,Female,Master's,Marketing Manager,3,63600
55,Female,Master's,Sales Executive,16,77600
30,Male,Master's,Systems Engineer,17,80060
38,Female,Bachelor's,Data Scientist,25,72500
32,Male,Bachelor's,Product Manager,30,77500
53,Male,Bachelor's,UX Designer,35,80250
31,Male,Bachelor's,Systems Engineer,37,83660
43,Female,PhD,Software Engineer,13,95600
38,Female,PhD,Data Scientist,24,111200
25,Male,Bachelor's,Marketing Manager,38,85600
46,Male,PhD,Marketing Manager,26,111200
42,Male,PhD,Systems Engineer,9,90620
58,Female,Master's,Product Manager,19,83750
59,Female,Bachelor's,Data Scientist,28,76400
22,Male,PhD,Systems Engineer,7,88260
46,Male,PhD,Software Engineer,22,106400
57,Female,Bachelor's,UX Designer,30,74500
38,Male,Master's,Systems Engineer,37,103660
62,Female,Bachelor's,Sales Executive,16,57600
45,Female,Master's,HR Specialist,36,97800
23,Male,PhD,Sales Executive,5,85500
61,Male,Master's,Data Scientist,29,97700
36,Female,Master's,Project Manager,23,86450
53,Female,Bachelor's,Sales Executive,6,46600
60,Female,PhD,HR Specialist,36,117800
27,Female,Bachelor's,Sales Executive,33,76300
22,Female,Bachelor's,Systems Engineer,16,58880
44,Male,PhD,HR Specialist,34,115700
60,Female,Bachelor's,UX Designer,26,69900
38,Female,Bachelor's,Project Manager,37,82550
55,Female,Master's,Systems Engineer,13,75340
62,Male,Bachelor's,Software Engineer,17,60400
50,Male,PhD,Software Engineer,32,118400
30,Female,Bachelor's,Data Scientist,32,81600
34,Female,Master's,Data Analyst,28,90800
27,Male,Bachelor's,Sales Executive,29,71900
27,Male,Bachelor's,HR Specialist,25,66250
41,Male,Bachelor's,Systems Engineer,22,65960
24,Male,Master's,Software Engineer,27,92400
38,Female,PhD,Project Manager,38,123700
33,Male,PhD,Data Analyst,20,102000
22,Female,Master's,Project Manager,24,87600
38,Female,Master's,Sales Executive,8,68800
24,Male,Bachelor's,Product Manager,14,57500
47,Male,PhD,Data Analyst,39,122900
36,Male,Master's,Marketing Manager,14,76800
57,Male,PhD,Product Manager,5,86250
53,Female,Bachelor's,Product Manager,21,66250
53,Female,Master's,Sales Executive,15,76500
25,Female,PhD,Project Manager,36,121400
39,Male,PhD,UX Designer,33,117950
40,Female,Bachelor's,Software Engineer,17,60400
64,Male,Master's,HR Specialist,20,81000
56,Female,PhD,HR Specialist,1,81050
61,Male,Bachelor's,Systems Engineer,16,58880
35,Female,PhD,Systems Engineer,18,101240
54,Female,Bachelor's,Product Manager,10,52500
35,Male,PhD,Product Manager,23,108750
55,Female,PhD,UX Designer,18,100700
25,Female,Bachelor's,Sales Executive,9,49900
45,Male,Master's,Software Engineer,30,96000
50,Male,Bachelor's,HR Specialist,13,53650
40,Male,Master's,UX Designer,31,95650
27,Male,PhD,HR Specialist,13,93650
54,Male,PhD,Marketing Manager,32,118400
61,Female,Bachelor's,Systems Engineer,17,60060
40,Male,Bachelor's,Marketing Manager,3,43600
22,Female,Master's,Software Engineer,1,61200
26,Female,Master's,Software Engineer,5,66000
48,Male,Master's,Sales Executive,32,95200
37,Female,Bachelor's,Data Analyst,25,67500
27,Female,PhD,Product Manager,5,86250
61,Male,Bachelor's,Systems Engineer,37,83660
34,Female,PhD,UX Designer,23,106450
56,Male,Bachelor's,Sales Executive,12,53200
40,Male,Bachelor's,UX Designer,34,79100
33,Male,Master's,Data Analyst,23,85300
37,Female,PhD,Sales Executive,16,97600
64,Female,Bachelor's,Project Manager,5,45750
31,Female,Bachelor's,HR Specialist,28,69400
46,Female,PhD,Product Manager,6,87500
41,Male,Bachelor's,Product Manager,13,56250
52,Female,PhD,Product Manager,30,117500
25,Male,Master's,Marketing Manager,26,91200
44,Female,Master's,Systems Engineer,17,80060
23,Female,PhD,Sales Executive,9,89900
43,Female,Master's,Sales Executive,16,77600
58,Female,PhD,Marketing Manager,18,101600
29,Female,Bachelor's,Software Engineer,13,55600
28,Male,Bachelor's,Systems Engineer,29,74220
35,Female,PhD,Data Analyst,24,106400
24,Female,Bachelor's,Data Analyst,13,54300
37,Female,Master's,Product Manager,25,91250
40,Female,Bachelor's,Sales Executive,1,41100
39,Male,Bachelor's,Data Scientist,9,51700
37,Female,PhD,Software Engineer,4,84800
29,Male,Master's,UX Designer,28,92200
54,Female,Bachelor's,Product Manager,12,55000
33,Male,Bachelor's,Data Analyst,24,66400
32,Male,PhD,Data Analyst,9,89900
26,Male,PhD,Systems Engineer,35,121300
48,Male,Master's,Software Engineer,38,105600
33,Male,Bachelor's,Software Engineer,35,82000
38,Female,PhD,Data Scientist,33,122900
27,Male,PhD,Data Analyst,35,118500
54,Female,PhD,HR Specialist,20,101000
26,Male,Master's,Systems Engineer,2,62360
49,Male,PhD,Sales Executive,26,108600
35,Female,Master's,HR Specialist,13,73650
26,Male,Master's,Project Manager,30,94500
54,Male,Bachelor's,Systems Engineer,32,77760
62,Male,Bachelor's,UX Designer,36,81400
40,Male,Master's,Sales Executive,19,80900
43,Female,Bachelor's,Software Engineer,22,66400
26,Male,Bachelor's,Sales Executive,1,41100
23,Male,PhD,Systems Engineer,11,92980
51,Female,Bachelor's,Data Analyst,26,68600
60,Female,Master's,Project Manager,19,81850
25,Male,Bachelor's,Software Engineer,19,62800
54,Male,PhD,HR Specialist,12,92600
34,Female,Master's,Marketing Manager,3,63600
41,Male,Bachelor's,Project Manager,18,60700
28,Female,Master's,Data Scientist,5,66500
36,Male,Bachelor's,Marketing Manager,24,68800
44,Female,PhD,UX Designer,14,96100
35,Female,Bachelor's,HR Specialist,38,79900
44,Female,Master's,UX Designer,3,63450
40,Male,Master's,Sales Executive,6,66600
50,Male,Master's,Data Analyst,12,73200
41,Male,Bachelor's,Sales Executive,11,52100
50,Male,Bachelor's,Data Analyst,39,82900
45,Female,Bachelor's,Product Manager,26,72500
39,Female,PhD,Product Manager,1,81250
31,Female,PhD,UX Designer,16,98400
62,Male,PhD,Data Scientist,9,91700
29,Male,Master's,UX Designer,5,65750
47,Male,Master's,Product Manager,8,70000
50,Female,Master's,Marketing Manager,21,85200
31,Male,Master's,Marketing Manager,33,99600
38,Male,Master's,Data Scientist,39,110700
23,Female,Bachelor's,Data Scientist,20,66000
27,Female,Master's,Data Scientist,22,88600
26,Male,Bachelor's,UX Designer,13,54950
49,Female,PhD,HR Specialist,39,120950
62,Male,PhD,Systems Engineer,11,92980
26,Female,PhD,Software Engineer,18,101600
39,Female,PhD,Data Scientist,30,119000
47,Female,PhD,Software Engineer,33,119600
41,Male,Master's,HR Specialist,3,63150
62,Male,Master's,Systems Engineer,1,61180
48,Male,Master's,Data Scientist,36,106800
33,Female,PhD,Data Scientist,6,87800
28,Female,PhD,Data Scientist,37,128100
24,Female,Bachelor's,Marketing Manager,29,74800
31,Female,Master's,HR Specialist,11,71550
55,Male,PhD,Software Engineer,13,95600
46,Male,PhD,Data Analyst,11,92100
56,Male,PhD,Data Analyst,38,121800
37,Female,Bachelor's,HR Specialist,25,66250
23,Female,PhD,Data Scientist,15,99500
45,Male,Bachelor's,Data Analyst,13,54300
31,Female,Bachelor's,Software Engineer,33,79600
59,Male,Master's,Data Analyst,13,74300
43,Female,PhD,Software Engineer,38,125600
47,Female,Bachelor's,Data Scientist,24,71200
64,Male,PhD,Data Scientist,20,106000
60,Male,Master's,UX Designer,17,79550
48,Female,Master's,Product Manager,24,90000
50,Male,Bachelor's,Marketing Manager,26,71200
59,Male,Master's,Systems Engineer,32,97760
41,Female,Master's,Systems Engineer,29,94220
48,Female,Master's,Sales Executive,14,75400
62,Female,PhD,Marketing Manager,37,124400
41,Male,PhD,Data Scientist,22,108600
40,Female,Bachelor's,Systems Engineer,34,80120
41,Female,Bachelor's,Software Engineer,27,72400
56,Female,Master's,Sales Executive,28,90800
23,Female,Master's,Data Analyst,22,84200
51,Female,Bachelor's,Data Analyst,3,43300
55,Male,Master's,Sales Executive,22,84200
43,Female,Bachelor's,Product Manager,21,66250
24,Female,PhD,Project Manager,16,98400
27,Male,Master's,Software Engineer,9,70800
36,Female,Master's,Systems Engineer,13,75340
48,Female,Master's,Product Manager,10,72500
31,Male,PhD,Software Engineer,21,105200
30,Female,PhD,UX Designer,7,88050
54,Male,Master's,Systems Engineer,22,85960
53,Female,Bachelor's,UX Designer,18,60700
27,Male,PhD,Data Scientist,21,107300
62,Male,Master's,Marketing Manager,14,76800
57,Female,Master's,Data Scientist,10,73000
23,Male,PhD,Data Analyst,33,116300
50,Male,Bachelor's,Product Manager,9,51250
25,Female,Master's,Sales Executive,18,79800
22,Female,Bachelor's,Data Scientist,13,56900
40,Male,Bachelor's,Product Manager,17,61250
47,Female,PhD,HR Specialist,23,104150
46,Male,Master's,Data Analyst,25,87500
31,Male,Master's,Systems Engineer,16,78880
36,Female,Bachelor's,Product Manager,24,70000
43,Female,PhD,Software Engineer,31,117200
42,Male,PhD,Systems Engineer,11,92980
43,Female,PhD,Data Analyst,23,105300
57,Female,Bachelor's,Data Scientist,39,90700
55,Male,Bachelor's,HR Specialist,22,63100
51,Male,Master's,UX Designer,33,97950
46,Male,PhD,Project Manager,18,100700
49,Male,Bachelor's,Systems Engineer,14,56520
22,Male,PhD,Systems Engineer,28,113040
25,Male,Bachelor's,Sales Executive,11,52100
28,Female,Master's,Data Scientist,24,91200
30,Male,PhD,Systems Engineer,36,122480
57,Female,Bachelor's,Sales Executive,19,60900
40,Female,PhD,Data Analyst,13,94300
22,Male,Bachelor's,Systems Engineer,33,78940
31,Female,Bachelor's,HR Specialist,19,59950
57,Male,Bachelor's,Software Engineer,32,78400
30,Female,PhD,Project Manager,15,97250
63,Male,Bachelor's,Data Analyst,11,52100
53,Male,Master's,UX Designer,23,86450
53,Male,PhD,Data Scientist,5,86500
27,Male,Master's,Data Scientist,22,88600
59,Female,Master's,Data Scientist,18,83400
38,Female,PhD,HR Specialist,7,87350
31,Female,Bachelor's,Data Analyst,33,76300
48,Female,Master's,Systems Engineer,3,63540
56,Female,PhD,HR Specialist,28,109400
42,Male,Bachelor's,Sales Executive,1,41100
46,Male,PhD,Data Scientist,37,128100
49,Male,PhD,UX Designer,22,105300
36,Male,PhD,Sales Executive,19,100900
25,Male,Bachelor's,Project Manager,14,56100
50,Female,Master's,Systems Engineer,3,63540
30,Male,Master's,Systems Engineer,19,82420
48,Male,PhD,Product Manager,33,121250
47,Female,PhD,UX Designer,21,104150
40,Female,Bachelor's,HR Specialist,1,41050
49,Male,PhD,HR Specialist,26,107300
38,Male,PhD,Marketing Manager,10,92000
64,Female,PhD,Project Manager,35,120250
62,Male,Master's,Data Scientist,13,76900
63,Male,PhD,Product Manager,6,87500
41,Male,Master's,Sales Executive,6,66600
61,Female,Bachelor's,Systems Engineer,35,81300
