Age,Gender,Education Level,Job Title,Years of Experience,Salary
51,Female,Doctorate,IT Consultant,22,56478
26,Male,Associate's,Dentist,3,102918
50,Female,Associate's,Veterinarian,37,65128
41,Female,Doctorate,Public Relations Manager,2,88250
64,Female,Doctorate,Recruitment Specialist,12,72126
57,Female,Doctorate,HR Manager,21,81799
33,Male,High School,Recruitment Specialist,5,93248
63,Female,Bachelor's,Veterinarian,7,67907
53,Male,High School,Nurse Practitioner,4,42644
50,Male,Bachelor's,Product Manager,36,69583
59,Male,High School,Business Analyst,22,89560
49,Male,Master's,Dentist,29,50185
48,Female,Bachelor's,Medical Assistant,9,76988
37,Female,Associate's,AI Engineer,26,45446
31,Male,Bachelor's,Nurse Practitioner,12,58162
60,Female,Bachelor's,Sales Executive,1,49150
44,Male,Bachelor's,SEO Specialist,8,76304
25,Female,Master's,Cybersecurity Specialist,33,71003
32,Female,High School,Cloud Engineer,4,86746
40,Female,Associate's,Business Analyst,14,101923
38,Male,High School,IT Consultant,29,112745
36,Male,High School,Business Analyst,14,35983
47,Female,Doctorate,Operations Manager,9,82114
39,Male,Master's,Cloud Engineer,9,86274
52,Male,Doctorate,Surgeon,26,54378
58,Female,Master's,Nurse Practitioner,17,42548
26,Male,High School,Business Analyst,4,74621
56,Female,High School,Radiologic Technologist,3,101311
47,Female,Master's,Business Analyst,29,56531
46,Female,High School,Data Scientist,25,52870
49,Male,High School,HR Manager,21,84547
46,Female,Associate's,Health Information Technician,12,80738
46,Female,Doctorate,Data Scientist,1,102537
30,Male,Doctorate,Operations Manager,1,49756
39,Male,Doctorate,DevOps Engineer,7,92707
61,Male,Bachelor's,Medical Assistant,10,75830
57,Male,Associate's,DevOps Engineer,15,45046
32,Female,Doctorate,Recruitment Specialist,11,58652
29,Male,Doctorate,Financial Advisor,23,90029
63,Male,Associate's,SEO Specialist,13,71956
28,Male,High School,Surgeon,27,48886
30,Male,Doctorate,Recruitment Specialist,17,66823
56,Female,High School,Pharmacist,13,73948
54,Male,Doctorate,Research Scientist,12,48322
59,Female,Master's,Pharmacist,29,108330
64,Male,Bachelor's,Product Manager,21,41162
40,Female,Doctorate,Product Manager,20,117293
37,Female,Master's,Veterinarian,20,40905
54,Male,Associate's,Nurse Practitioner,31,92483
43,Female,Master's,Public Relations Manager,8,73457
41,Male,Associate's,Radiologic Technologist,24,119940
43,Female,Doctorate,Operations Manager,11,50380
52,Female,Associate's,Health Information Technician,39,50508
50,Female,Master's,Systems Analyst,33,54676
61,Male,Bachelor's,Recruitment Specialist,15,107433
50,Female,High School,IT Consultant,4,36564
47,Male,High School,Business Analyst,1,48870
33,Female,Bachelor's,Sales Executive,32,49219
36,Female,High School,Quality Assurance Specialist,11,116977
25,Female,Doctorate,Business Analyst,30,54880
25,Female,Doctorate,Systems Analyst,37,45379
58,Female,Master's,Systems Analyst,19,89294
56,Female,Master's,Product Manager,36,37948
49,Male,Associate's,Systems Analyst,34,70902
64,Male,Master's,Data Scientist,7,118507
25,Male,Doctorate,Surgeon,20,43969
40,Female,Master's,Dentist,12,97805
63,Male,High School,Product Manager,32,55646
29,Female,Associate's,SEO Specialist,2,95566
46,Male,Associate's,Business Analyst,22,90818
53,Male,Doctorate,SEO Specialist,24,98451
27,Female,Master's,Health Information Technician,31,38678
36,Female,High School,Quality Assurance Specialist,4,103879
50,Male,Master's,Nurse Practitioner,24,39014
40,Male,Bachelor's,Quality Assurance Specialist,17,40107
61,Male,Master's,Public Relations Manager,19,72423
46,Male,Doctorate,Business Analyst,38,67332
53,Female,Master's,AI Engineer,34,69010
38,Male,Associate's,Radiologic Technologist,33,37661
52,Female,High School,Dentist,6,39798
29,Female,Doctorate,SEO Specialist,36,101076
54,Male,Bachelor's,Therapist,13,57329
29,Female,High School,Business Analyst,9,91060
36,Male,High School,Financial Advisor,35,60850
40,Female,Associate's,Technical Support Engineer,34,119705
50,Female,Associate's,Technical Support Engineer,16,38157
50,Male,Associate's,Data Scientist,18,72485
45,Female,Doctorate,Digital Marketing Specialist,18,40336
63,Female,Master's,Cloud Engineer,38,107701
60,Male,High School,Business Analyst,32,77280
57,Female,Master's,Dentist,7,87145
54,Female,Master's,DevOps Engineer,23,114290
61,Male,Associate's,Veterinarian,23,40209
47,Male,Master's,Product Manager,18,96402
34,Female,High School,DevOps Engineer,7,115026
29,Female,High School,Nurse Practitioner,24,42645
60,Female,Bachelor's,Sales Executive,14,73508
58,Male,Doctorate,AI Engineer,5,92822
55,Female,Master's,Sales Executive,22,41018
34,Female,Doctorate,Therapist,22,85908
43,Female,Doctorate,Nurse Practitioner,10,61374
56,Female,Doctorate,Operations Manager,26,40713
25,Female,Doctorate,Health Information Technician,15,119498
29,Female,High School,Product Manager,38,36026
28,Male,Master's,DevOps Engineer,1,105009
40,Male,Bachelor's,Cybersecurity Specialist,14,105203
48,Female,Doctorate,Business Analyst,36,86106
40,Female,Bachelor's,Health Information Technician,31,117506
26,Male,High School,Data Scientist,28,116477
52,Male,High School,Cloud Engineer,34,68452
56,Male,Associate's,Quality Assurance Specialist,35,38268
51,Female,Doctorate,SEO Specialist,39,115729
44,Female,Associate's,Cybersecurity Specialist,23,35658
48,Female,Bachelor's,Business Analyst,19,69064
36,Female,Master's,AI Engineer,18,69293
59,Male,Associate's,Nurse Practitioner,15,78042
57,Male,High School,Systems Analyst,1,42792
57,Male,Doctorate,Financial Advisor,25,41604
61,Male,Bachelor's,Public Relations Manager,26,82821
36,Female,High School,Nurse Practitioner,35,73557
27,Female,Master's,Operations Manager,15,42420
25,Male,Doctorate,Quality Assurance Specialist,4,73521
57,Male,Master's,DevOps Engineer,15,96951
64,Male,Master's,Therapist,38,58018
34,Male,Doctorate,Operations Manager,39,98076
53,Male,Doctorate,Recruitment Specialist,1,40108
37,Female,Master's,Operations Manager,22,105783
36,Female,Bachelor's,HR Manager,11,108937
55,Male,Doctorate,IT Consultant,38,52007
26,Male,High School,Cybersecurity Specialist,37,44997
59,Male,Associate's,Financial Advisor,26,40261
47,Female,Bachelor's,Business Analyst,27,104804
41,Female,Doctorate,Cybersecurity Specialist,13,106520
50,Female,Doctorate,Digital Marketing Specialist,7,55926
32,Male,Bachelor's,Nurse Practitioner,8,100546
53,Female,Associate's,Public Relations Manager,23,52144
50,Male,Master's,Data Scientist,26,60903
34,Female,High School,Public Relations Manager,27,36177
50,Female,Doctorate,Product Manager,9,95952
58,Female,Associate's,Systems Analyst,38,44168
31,Male,High School,Surgeon,13,37389
28,Male,Bachelor's,HR Manager,7,41364
35,Female,Doctorate,Systems Analyst,11,62033
53,Male,Master's,Radiologic Technologist,10,83545
60,Male,Bachelor's,Operations Manager,33,46865
49,Male,Doctorate,Product Manager,39,53936
45,Male,Associate's,Cloud Engineer,3,112863
60,Male,High School,Technical Support Engineer,29,38741
34,Male,High School,Product Manager,37,38839
61,Male,Doctorate,Nurse Practitioner,16,54139
33,Female,Bachelor's,Research Scientist,16,81905
48,Male,Master's,Operations Manager,7,87749
59,Male,Associate's,Cybersecurity Specialist,15,60036
59,Female,Doctorate,Financial Advisor,38,80272
60,Female,Associate's,Business Analyst,6,36740
42,Female,High School,Supply Chain Manager,18,119044
63,Female,Master's,Business Analyst,19,93788
56,Male,Associate's,Data Scientist,2,66611
48,Female,Doctorate,Systems Analyst,3,105827
47,Female,Master's,Cybersecurity Specialist,25,66109
56,Male,Bachelor's,SEO Specialist,36,54481
61,Male,Doctorate,Sales Executive,28,40247
36,Male,Associate's,HR Manager,38,88621
37,Female,Master's,Surgeon,28,56383
47,Male,Doctorate,Technical Support Engineer,32,99535
49,Female,Master's,SEO Specialist,36,60319
59,Male,Master's,Supply Chain Manager,39,74334
54,Male,Master's,Pharmacist,36,58728
41,Female,Associate's,Business Analyst,23,65442
44,Male,Doctorate,DevOps Engineer,2,77521
49,Male,High School,AI Engineer,10,99777
46,Male,High School,Quality Assurance Specialist,6,47137
37,Male,Associate's,Business Analyst,8,78636
43,Male,Associate's,Business Analyst,15,49905
60,Female,Master's,Cybersecurity Specialist,29,65024
36,Female,Doctorate,Product Manager,28,99966
43,Male,Doctorate,Surgeon,22,52702
36,Female,Bachelor's,Public Relations Manager,34,51505
33,Female,Bachelor's,HR Manager,20,104790
31,Female,High School,Medical Assistant,33,96071
52,Male,Bachelor's,Research Scientist,15,43498
38,Male,Bachelor's,Radiologic Technologist,7,112710
55,Male,High School,Public Relations Manager,24,93456
43,Female,High School,DevOps Engineer,26,64733
40,Female,Bachelor's,Radiologic Technologist,10,102432
29,Male,Doctorate,Cybersecurity Specialist,15,92158
59,Male,Bachelor's,Product Manager,37,38911
36,Female,Master's,Financial Advisor,24,84105
49,Female,Master's,SEO Specialist,11,108876
45,Male,Master's,Technical Support Engineer,21,117959
60,Female,Associate's,Research Scientist,38,99322
47,Female,Master's,AI Engineer,15,71672
40,Female,Doctorate,Sales Executive,15,105412
63,Female,Associate's,AI Engineer,37,101239
63,Female,Associate's,IT Consultant,14,98804
38,Female,Master's,Veterinarian,21,96727
55,Female,Bachelor's,Cloud Engineer,20,41440
29,Male,High School,SEO Specialist,33,102560
59,Male,Bachelor's,Digital Marketing Specialist,3,50751
47,Female,Bachelor's,Research Scientist,23,47730
53,Female,Associate's,Veterinarian,23,99792
35,Female,Associate's,Digital Marketing Specialist,27,56380
42,Male,Associate's,Veterinarian,35,63972
36,Male,Doctorate,Technical Support Engineer,25,99385
33,Female,Doctorate,Product Manager,32,72113
34,Male,High School,Research Scientist,22,45149
41,Female,Associate's,Product Manager,8,90014
62,Female,Master's,Data Scientist,38,73402
31,Female,Associate's,Operations Manager,18,117917
37,Female,Doctorate,Technical Support Engineer,28,84557
64,Female,Associate's,Dentist,28,35243
33,Female,Doctorate,Cloud Engineer,11,37414
51,Female,Associate's,Technical Support Engineer,12,38856
26,Male,Master's,SEO Specialist,2,106799
29,Female,High School,Public Relations Manager,37,116335
53,Male,Master's,Operations Manager,4,93949
61,Female,Doctorate,Data Scientist,34,76392
62,Female,Bachelor's,Recruitment Specialist,23,47470
43,Male,Master's,Supply Chain Manager,13,48772
32,Male,Associate's,Veterinarian,7,62382
25,Female,High School,HR Manager,32,104662
46,Male,Associate's,Therapist,23,119944
41,Female,Associate's,SEO Specialist,8,115399
31,Female,Master's,Dentist,37,48584
49,Male,High School,Health Information Technician,34,58391
28,Male,Bachelor's,Medical Assistant,29,71965
60,Male,Associate's,Sales Executive,37,47097
30,Male,High School,Cybersecurity Specialist,23,53839
55,Female,Bachelor's,Recruitment Specialist,38,118310
43,Male,Associate's,Health Information Technician,29,72693
63,Male,High School,Dentist,5,86988
51,Male,Master's,Cybersecurity Specialist,11,84769
34,Male,Associate's,Pharmacist,14,37469
50,Male,Associate's,IT Consultant,2,47468
43,Female,High School,Operations Manager,35,74025
63,Female,Associate's,Supply Chain Manager,35,38165
27,Male,Bachelor's,Public Relations Manager,28,92603
37,Male,Associate's,Pharmacist,8,111906
52,Female,Doctorate,Supply Chain Manager,32,78251
44,Male,Bachelor's,Operations Manager,4,82526
52,Female,High School,Therapist,7,63942
32,Female,Bachelor's,Financial Advisor,39,80017
63,Male,Doctorate,Surgeon,27,95555
25,Female,Doctorate,Public Relations Manager,37,67209
27,Male,Associate's,Product Manager,17,74365
37,Male,Associate's,Quality Assurance Specialist,10,36407
52,Female,Master's,Data Scientist,4,99081
49,Female,Bachelor's,Nurse Practitioner,23,60976
57,Male,Master's,Data Scientist,14,76969
62,Female,Doctorate,Recruitment Specialist,5,73325
30,Male,Associate's,Financial Advisor,2,91741
56,Female,Associate's,Quality Assurance Specialist,24,50515
45,Female,Associate's,Operations Manager,18,71174
40,Male,High School,Medical Assistant,27,112330
45,Male,Doctorate,Radiologic Technologist,24,40700
35,Male,Associate's,Financial Advisor,29,108663
61,Female,Doctorate,Recruitment Specialist,11,88379
60,Male,Associate's,Therapist,18,62391
59,Male,Bachelor's,Surgeon,4,111276
43,Female,Doctorate,Recruitment Specialist,33,102081
44,Female,Master's,Therapist,14,92284
42,Male,High School,Sales Executive,32,117054
38,Male,Master's,DevOps Engineer,4,97206
39,Male,Doctorate,DevOps Engineer,20,113593
55,Male,Associate's,HR Manager,21,94485
25,Female,Doctorate,AI Engineer,3,106539
27,Female,High School,Veterinarian,25,69032
40,Male,Doctorate,HR Manager,4,53156
47,Male,Associate's,Pharmacist,11,84316
35,Male,Master's,DevOps Engineer,16,83787
36,Female,Bachelor's,Data Scientist,36,76579
34,Male,Master's,Nurse Practitioner,6,92574
56,Male,Associate's,Product Manager,31,107261
40,Female,Associate's,Supply Chain Manager,13,94235
32,Female,High School,Radiologic Technologist,23,87904
62,Male,Doctorate,Veterinarian,4,116721
36,Male,Doctorate,Quality Assurance Specialist,37,71740
48,Female,Master's,Digital Marketing Specialist,37,108130
52,Male,Bachelor's,Financial Advisor,33,84554
32,Male,Bachelor's,DevOps Engineer,29,42199
52,Female,High School,Operations Manager,37,74032
60,Female,Associate's,Cybersecurity Specialist,19,116410
50,Female,High School,Cybersecurity Specialist,20,39480
32,Male,Doctorate,Business Analyst,32,65435
52,Female,Associate's,Cloud Engineer,16,65120
52,Female,High School,Public Relations Manager,5,107155
61,Male,Master's,Business Analyst,12,37607
60,Male,Doctorate,Cloud Engineer,21,109918
51,Female,Bachelor's,Radiologic Technologist,14,109116
41,Female,High School,Radiologic Technologist,37,57026
33,Male,Doctorate,Financial Advisor,22,52173
57,Male,Doctorate,Cloud Engineer,30,69262
44,Female,Bachelor's,Systems Analyst,23,86903
37,Female,Bachelor's,DevOps Engineer,5,82156
52,Male,Bachelor's,Cybersecurity Specialist,29,107246
53,Female,High School,Pharmacist,30,112764
37,Male,Bachelor's,Recruitment Specialist,18,97301
59,Female,Master's,HR Manager,1,99314
30,Male,Doctorate,Dentist,39,55449
42,Male,Bachelor's,Nurse Practitioner,17,65466
29,Female,Doctorate,Supply Chain Manager,3,59279
49,Female,Associate's,Radiologic Technologist,7,46837
26,Male,Associate's,Nurse Practitioner,27,59209
34,Female,Bachelor's,Financial Advisor,28,47220
54,Female,Doctorate,Financial Advisor,31,38965
29,Female,Associate's,Therapist,15,77276
57,Male,Bachelor's,Medical Assistant,8,62230
25,Female,Doctorate,Dentist,6,76920
42,Female,Bachelor's,Quality Assurance Specialist,28,100165
56,Male,Doctorate,Radiologic Technologist,4,96544
35,Female,Associate's,IT Consultant,30,117909
45,Female,Bachelor's,Research Scientist,17,58036
50,Male,Associate's,Health Information Technician,34,100322
49,Male,Bachelor's,Cloud Engineer,6,39847
46,Female,High School,SEO Specialist,36,85772
51,Female,Associate's,Quality Assurance Specialist,35,47893
37,Male,Associate's,Sales Executive,39,39649
57,Male,Master's,Medical Assistant,39,65571
58,Female,Associate's,Data Scientist,16,46613
59,Female,Doctorate,Technical Support Engineer,2,88833
25,Female,Bachelor's,Supply Chain Manager,8,97423
45,Male,High School,Sales Executive,15,76382
30,Female,Doctorate,Data Scientist,27,87348
52,Male,Doctorate,AI Engineer,16,88705
41,Male,Doctorate,Dentist,1,110642
29,Male,Doctorate,DevOps Engineer,10,112813
55,Female,High School,Quality Assurance Specialist,7,90817
29,Female,Master's,Therapist,10,115984
62,Female,Associate's,Supply Chain Manager,12,113669
27,Male,Doctorate,Systems Analyst,17,79142
47,Female,Associate's,Medical Assistant,12,105182
61,Male,Associate's,AI Engineer,15,48708
61,Male,Doctorate,Dentist,32,41090
34,Male,Master's,Radiologic Technologist,32,87902
34,Male,Associate's,Business Analyst,26,115928
43,Male,Bachelor's,Quality Assurance Specialist,14,78752
41,Male,Associate's,Business Analyst,26,54643
45,Female,Doctorate,Public Relations Manager,5,74647
38,Male,High School,Therapist,38,100082
33,Female,Associate's,HR Manager,4,115329
25,Male,Master's,Recruitment Specialist,28,107974
37,Female,Bachelor's,Pharmacist,1,119431
28,Female,Bachelor's,Veterinarian,13,53474
25,Female,High School,Cloud Engineer,3,72402
64,Female,High School,Veterinarian,25,117487
56,Male,Associate's,Pharmacist,16,51504
58,Male,Doctorate,Research Scientist,21,41768
52,Male,Master's,Financial Advisor,13,109043
55,Male,Bachelor's,Pharmacist,36,35620
32,Female,High School,Technical Support Engineer,8,55447
63,Female,Master's,Operations Manager,19,54118
50,Female,Doctorate,Pharmacist,16,97051
58,Male,Bachelor's,Systems Analyst,12,81599
27,Female,Bachelor's,Pharmacist,20,101494
36,Male,Doctorate,Systems Analyst,18,45200
25,Female,Bachelor's,Product Manager,12,93704
29,Female,Doctorate,Systems Analyst,25,88487
54,Female,Bachelor's,Technical Support Engineer,11,81465
54,Female,Associate's,IT Consultant,22,64840
41,Female,Doctorate,Data Scientist,34,53435
47,Male,Master's,Systems Analyst,13,82897
39,Female,Associate's,IT Consultant,38,98876
61,Male,Master's,Product Manager,12,84412
45,Male,Bachelor's,Product Manager,39,107282
38,Male,Master's,SEO Specialist,36,63484
26,Male,Associate's,Cybersecurity Specialist,28,73658
35,Male,Doctorate,Cybersecurity Specialist,27,41053
63,Male,High School,Supply Chain Manager,39,117055
62,Male,Master's,Public Relations Manager,13,90251
58,Male,High School,Supply Chain Manager,27,75645
62,Female,Master's,Research Scientist,31,37545
58,Female,Master's,Health Information Technician,2,114983
42,Male,Doctorate,Research Scientist,18,112213
54,Male,Bachelor's,Sales Executive,26,43560
39,Male,Associate's,Dentist,31,97375
51,Female,Associate's,Public Relations Manager,38,38662
58,Female,Associate's,Product Manager,22,113591
62,Male,Bachelor's,SEO Specialist,36,74497
57,Male,High School,IT Consultant,19,87606
48,Female,Associate's,Pharmacist,14,97112
